symbol,log2FoldChange,padj,stat,biotype
MTHFD2,0.9034167628994362,7.04437645049917e-10,7.28260454478461,protein_coding
ASNS,1.3523573310233308,1.2281826331627177e-13,8.452372859117247,protein_coding
HLTF,0.5291707210256829,0.016042710279193,4.135485199574385,protein_coding
ALDH3A2,0.7598350883967909,1.4387832321068887e-10,7.511356692378306,protein_coding
SREBF1,0.6790912141621381,0.002141990096667759,4.655253546395989,protein_coding
FDFT1,1.0059461025947247,6.211517972481782e-13,8.234405176629306,protein_coding
XBP1,0.5862339420306902,0.02786002774248923,3.952775179531954,protein_coding
PCK2,0.9489249515840699,0.03883666390141182,3.846955602848314,protein_coding
TRIB3,0.8501153161484809,0.014274107366288574,4.194322261057618,protein_coding
HSDL1,0.6203047334769152,5.142790891304017e-4,4.973549901338083,protein_coding
GARS,0.45633798535327674,0.03948116623558548,3.838331296448117,protein_coding
CCNG1,0.47708676435289515,0.025005782525664332,3.9978242124771355,protein_coding
TARS,0.4464028070270609,0.014883956784639116,4.171442348235417,protein_coding
SLC25A36,0.8560331685553143,2.1258100449847226e-9,7.088201476824894,protein_coding
SLC35D1,1.0386051876467757,1.2281826331627177e-13,8.465431353872729,protein_coding
HMGCL,0.7486799848944803,0.049072532440787096,3.775528256943794,protein_coding
CCND2,1.7456067063979728,4.110979420635849e-27,11.646578491479985,protein_coding
FABP3,0.683081001943568,0.004985790440064954,4.4547039942765165,protein_coding
EIF2S2,0.4370252828127049,0.02786002774248923,3.951388031942261,protein_coding
ATF4,0.773812755678746,6.405849077098106e-7,6.212623166733549,protein_coding
CHAC1,2.491489023003104,2.4512645466499628e-14,8.71732619872818,protein_coding
SESN2,0.997811511460958,0.014883956784639116,4.172699333030892,protein_coding
YARS,0.5378402920111848,0.014274107366288574,4.196915391140384,protein_coding
PSAT1,0.8272189574412441,5.063866022855941e-9,6.954798153656048,protein_coding
RDX,0.4612532760894845,0.024622452754988578,4.00691576631259,protein_coding
SEPT11,1.0795677331673434,5.9078290885736355e-9,6.921706012773253,protein_coding
TMEM47,0.5858028632262526,2.75711021287182e-4,5.120720898587982,protein_coding
KIRREL3,1.022276542605771,3.793590729298896e-4,5.041095272801995,protein_coding
SLC7A11,1.0491732985592988,3.652688960544395e-4,5.0576476261720424,protein_coding
TMEM123,0.8051794966785716,8.30128509049864e-10,7.244482969063228,protein_coding
CEBPG,0.58040225991,0.0017531780872695661,4.704363214739805,protein_coding
MAGED4,-3.923546998625604,1.2907508217430823e-11,-7.84015960012414,protein_coding
CBS,1.1574009469191713,0.008767233277505296,4.324585211811216,protein_coding
IL23R,1.798253594746664,4.307658095265354e-6,5.873968290832576,protein_coding
CTSB,0.500487383172991,0.020628214026509998,4.071340408717077,protein_coding
SLITRK5,2.5598086456565965,1.4808839855838022e-4,5.246664954497944,protein_coding
DACT1,-0.8186537507490796,0.036834360884660314,-3.865118216460443,protein_coding
GPT2,0.5225319539314288,0.027773245301286338,3.967547245197331,protein_coding
MARS,0.46500355529448467,0.028174981246074954,3.943757913696064,protein_coding
EEF2,0.40282448390339876,0.04035871030078392,3.8284142810234036,protein_coding
SLC3A2,0.5211483594198651,0.0241068143995826,4.017463857404656,protein_coding
ADAM9,0.7183680294426938,2.163819723785351e-6,6.007346159243904,protein_coding
RNF150,1.1766908816308075,6.576734798720631e-4,4.916982284226553,protein_coding
DDIT3,0.8897271081562715,0.0030120742475130084,4.569013902739186,protein_coding
UNC5C,2.691301058685229,9.290273194189629e-10,7.214887219060195,protein_coding
SHMT2,0.5475758508330643,0.002458527342610793,4.6189509762219085,protein_coding
PYCR1,0.703112655799585,0.02089386051580765,4.062454965344404,protein_coding
EIF4EBP1,0.6044861790881888,0.022489924251650473,4.0394554619047245,protein_coding
MT-ATP8,0.669113127728208,7.433455331831544e-4,4.8845670971214545,protein_coding
MTATP6P1,0.45432577102898064,0.02786002774248923,3.9542232510524253,unprocessed_pseudogene
RP11-134O21.1,2.489074444504023,2.856384876642431e-6,5.951595871518244,lincRNA
TMEM178B,-1.1806333048820314,0.035674120754323725,-3.8819139334216857,protein_coding
RP11-438J1.1,-1.0794882600703453,0.036834360884660314,-3.8645624327653745,protein_coding
RP11-514P8.8,6.92669036650862,0.016042710279193,4.143600752494068,processed_transcript
RP11-428K3.1,3.6266316189416505,0.012416893208236164,4.2398694580183784,antisense
TGFB2-OT1,-6.857134089705574,0.016042710279193,-4.136917152057613,3prime_overlapping_ncRNA
