symbol,log2FoldChange,padj,stat,biotype
PDK4,0.1264383355271492,0.004921173216594908,3.9694338858046323,protein_coding
PRKAR2B,-0.2636124755282328,5.077714675468e-14,-8.27491272809993,protein_coding
ASB4,-0.17288404450873374,4.0669976538747216e-4,-4.577732265398052,protein_coding
TAC1,-0.520456862149106,1.9217161624876904e-4,-4.756765530627754,protein_coding
IFRD1,0.3971868309000512,7.398023324878776e-4,4.444868407120161,protein_coding
FAM13B,0.23163503568045093,0.006442047330105413,3.877226869724996,protein_coding
HSPA5,-0.18315129133356736,0.0014728050416865158,-4.278624072339987,protein_coding
SNX29,-0.4840170582990283,0.010086130791924532,-3.7462478899361122,protein_coding
HERPUD1,-0.23835969419644656,7.537974988401987e-5,-4.964533286353253,protein_coding
KMT2C,0.43468663681643416,1.345329163836965e-4,4.838420784749246,protein_coding
DCBLD2,-0.3216217660662898,0.006049802033695335,-3.896908221295033,protein_coding
SLC12A2,-0.32556235452903753,0.005382589412808487,-3.9391791830543443,protein_coding
NGEF,-0.5137016333664,0.0450096584304206,-3.283425760546125,protein_coding
PKM,0.1512531475282277,1.7492531531660935e-5,5.283010103839687,protein_coding
IKBKAP,-0.1820319875700636,2.2843417784826776e-7,-6.076014718685849,protein_coding
SLC44A1,0.27089396471525545,0.006049802033695335,3.898921156773535,protein_coding
HLTF,0.6867019211594458,7.403121686460155e-15,8.506493874243821,protein_coding
ALDH3A2,0.42297396744994264,4.7755396159081316e-40,13.747712901646457,protein_coding
SREBF1,1.0783551880703801,6.0604816602690265e-27,11.323779374917189,protein_coding
SCARB1,-0.1889652006452416,1.7810165526984125e-10,-7.20782798678229,protein_coding
FSCN1,-0.20765013186285258,1.9461877646048323e-4,-4.752047847802282,protein_coding
FGFR1,0.5070579608073774,3.2372053879162595e-4,4.639532795737846,protein_coding
FDFT1,0.4035901590631886,5.0883271164568605e-6,5.52448831834539,protein_coding
ITGB5,-0.7283704795827168,0.003883845802285029,-4.032666066266867,protein_coding
FAT1,0.4274081399130766,6.282832912683925e-8,6.296578661426454,protein_coding
MT3,-0.2721024124229145,6.903719899790232e-4,-4.461706252530384,protein_coding
PAPOLA,-0.18853737456180247,6.144980699502618e-4,-4.488587193208904,protein_coding
P3H2,-0.23214042806765267,1.9449054523191537e-5,-5.26079643128671,protein_coding
RAPGEF4,-0.4415842363271991,4.558795805814773e-8,-6.349674281119345,protein_coding
CBX5,0.15590184146120986,0.047597961326321846,3.2635576299826647,protein_coding
CREM,-0.1266128929463635,0.010086130791924532,-3.745755415792475,protein_coding
SCD,0.2964768266282548,4.690041475275185e-10,7.056817406510004,protein_coding
TIMP3,-0.14385300444365112,1.4381680618883008e-4,-4.819010709974698,protein_coding
DAAM1,0.9292271174059781,4.779052382402183e-12,7.694516537751992,protein_coding
ARHGAP5,0.36446233782585696,2.5159929179054043e-4,4.695572028219854,protein_coding
DOK5,-0.6755309598683533,6.04028120484928e-9,-6.671821371876215,protein_coding
SMS,-0.2156016378360253,2.1051479850001968e-8,-6.482241908563063,protein_coding
ARMCX3,-0.32187683957264557,3.237928916783893e-4,-4.636762774302577,protein_coding
STK24,-0.24974624432767348,3.237928916783893e-4,-4.634427197835119,protein_coding
NUTF2,0.2708456322860672,0.005814818599400673,3.9122388073724603,protein_coding
HSDL1,0.6742037154454185,2.5055960844515505e-17,9.153420142749559,protein_coding
ABCC1,0.44609323590568956,0.03031281194071731,3.409578825160035,protein_coding
LAPTM4B,-0.2291421538361748,0.0010029217088695966,-4.371067921692271,protein_coding
ASAH1,0.37343180817720034,0.010525275947711505,3.730423723127622,protein_coding
TUBB4A,-0.2914180494056528,0.010483829339225736,-3.73448818180826,protein_coding
SULT2A1,0.46399090084512135,4.0307255963884534e-8,6.377133438279999,protein_coding
TFPI2,-0.41859963341104384,4.715522559366213e-12,-7.7010509502748405,protein_coding
TWISTNB,0.34756195327268363,0.001301589699775299,4.309903892740793,protein_coding
HOXA13,-0.37427650994811823,1.4381680618883008e-4,-4.817130735391267,protein_coding
TGFBR1,-0.185475387022071,8.004633933826237e-4,-4.425906798820453,protein_coding
DNMBP,-0.521585791490482,1.1286300965497271e-4,-4.876325605967176,protein_coding
DKK1,-0.715590662305742,3.4516413661078976e-5,-5.1381364704319665,protein_coding
PPIF,0.2932293437582611,4.5412796829587173e-10,7.065570876082604,protein_coding
VAT1,0.2271401586811149,0.001864709476633637,4.214432726151213,protein_coding
PRKAR1A,0.30253653351067356,5.463682388784167e-16,8.80897694686389,protein_coding
SLC9A3R1,-0.3842789744277549,0.01743516832180012,-3.5785991105420165,protein_coding
TRIM2,-0.2758054129270892,0.005814818599400673,-3.9103391095380355,protein_coding
SH2B3,0.9645066154966853,6.246410157964732e-6,5.482479026574169,protein_coding
MAN1A1,-0.3940549722045283,0.001874431268113064,-4.2114154793982435,protein_coding
CD83,-0.24737293077867603,3.735193934902412e-9,-6.745861887047709,protein_coding
PTP4A1,-0.1027135894015661,0.0330508177551751,-3.3817674305611702,protein_coding
HMGCR,0.1755584824748849,0.041864701431734895,3.30650903246011,protein_coding
ARRDC3,-0.3296205229710656,9.790388215828968e-4,-4.378282214569778,protein_coding
GNPDA1,0.32999792461244837,0.02383247683346901,3.4858625941817265,protein_coding
SLC25A36,0.9760838341221506,8.173472773673707e-60,16.794025730094763,protein_coding
MOB4,-0.17222882987331653,4.313186251311161e-5,-5.08606724099269,protein_coding
HSPE1,-0.1270240841114061,0.02692701962937085,-3.4459438689330613,protein_coding
RALGPS2,0.6034365465916096,2.1541740942968418e-10,7.177237644598982,protein_coding
RNF19B,-0.3867799601060161,1.0314838765980098e-4,-4.896332416231449,protein_coding
SFPQ,-0.18686219731589207,0.02765090946529205,-3.437361694029949,protein_coding
SLC35D1,1.842169223867297,4.8210172300824415e-157,27.03785723825485,protein_coding
NID1,-0.31724053161875465,1.1931165803513255e-12,-7.884741359127665,protein_coding
CDC20,0.318281030765089,0.010086130791924532,3.7476772819369817,protein_coding
SLC19A2,0.33084048252479425,0.017906056445699703,3.5687325216706185,protein_coding
TNFSF4,-0.291906241457164,0.015101952167528934,-3.627738359136912,protein_coding
CENPF,0.23021728612997314,0.02655923378830883,3.452484674494171,protein_coding
NRP2,-0.3498354714154041,9.762307598643997e-4,-4.38088037923171,protein_coding
TNFAIP3,-0.33569002410566057,9.880357007487427e-10,-6.9482803296154545,protein_coding
SLC16A7,0.6012935876117864,0.02321672804171054,3.4945390203630122,protein_coding
CCND2,1.5713611884819207,3.726484705687256e-42,14.10199909492307,protein_coding
YPEL5,-0.2712660382604469,0.008430072350876094,-3.804710042275677,protein_coding
SLC17A5,0.47314724455467144,0.02692701962937085,3.446470200819536,protein_coding
MYOT,0.251067315503191,9.09355269232143e-7,5.840485379547527,protein_coding
SOCS2,-0.526041940281683,7.197761118085784e-5,-4.977728976854377,protein_coding
FABP3,0.46426208317427997,4.0307255963884534e-8,6.3758895742205555,protein_coding
CXCR4,-0.4639591103389898,0.005484934183599082,-3.9313369562706475,protein_coding
CBX3,-0.1613209116917207,0.0017052277542136012,-4.242054866437137,protein_coding
HNRNPA2B1,-0.16790288283272276,1.6651546209782696e-5,-5.294816480669088,protein_coding
RASSF8,0.30978323811968855,0.010086130791924532,3.749973802634278,protein_coding
