symbol,log2FoldChange,padj,stat,biotype
3XFLAG-ZFP36L2,7.131561749356139,0.0016737364132846193,4.71204409758233,protein_coding
MTHFD2,0.9033645620778006,6.921548680751718e-10,7.284984180951952,protein_coding
ASNS,1.3523084353295167,1.2361926075920412e-13,8.451620859962137,protein_coding
HLTF,0.5291184834370697,0.015618901957977062,4.136504484617289,protein_coding
ALDH3A2,0.7597842494028417,1.358883978780109e-10,7.518838829727613,protein_coding
SREBF1,0.6790403663136021,0.0020642375246090207,4.6551077177905285,protein_coding
FDFT1,1.0058936386327453,5.92302560036388e-13,8.240104065424564,protein_coding
XBP1,0.586182995418105,0.02715971208823123,3.952559625052049,protein_coding
PCK2,0.9488787575450852,0.03848273153901761,3.8446316700019096,protein_coding
TRIB3,0.8500620027111565,0.013932195052560556,4.193063925863166,protein_coding
HSDL1,0.6202540369743751,5.091788435986112e-4,4.975492006176408,protein_coding
GARS,0.4562856648184907,0.03853490144751094,3.839796850948099,protein_coding
CCNG1,0.47703580090546294,0.02429017064117434,3.999391479764577,protein_coding
TARS,0.44635147738975606,0.014561959225049931,4.1744487153334875,protein_coding
SLC25A36,0.8559824986919348,2.0705589103098815e-9,7.091853932134053,protein_coding
SLC35D1,1.0385554407413067,1.2361926075920412e-13,8.469118247392942,protein_coding
HMGCL,0.7486254032691759,0.04855169832082987,3.773790348911354,protein_coding
CCND2,1.7455542855111783,4.127289243093433e-27,11.646245918526485,protein_coding
FABP3,0.6830272195548321,0.004796607093079073,4.455742266112358,protein_coding
EIF2S2,0.4369737396257662,0.02715971208823123,3.9537336238179903,protein_coding
ATF4,0.7737605501172903,6.255519574550719e-7,6.216361458477112,protein_coding
CHAC1,2.4914394649769718,2.5647881077334114e-14,8.712203800495256,protein_coding
SESN2,0.9977565839687313,0.014561959225049931,4.170020155918524,protein_coding
YARS,0.5384444610910117,0.013842102897037387,4.201297068549881,protein_coding
PSAT1,0.827168629434579,4.946233891351342e-9,6.958119157562377,protein_coding
RDX,0.4612038190573247,0.02379419510426332,4.0095815868227,protein_coding
11-Sep,1.0795167828167123,5.8934325695859585e-9,6.9220597835074935,protein_coding
TMEM47,0.5857513822233883,2.7069598759138264e-4,5.124192132069725,protein_coding
KIRREL3,1.022223679176812,3.84503133224749e-4,5.038528650768443,protein_coding
SLC7A11,1.049120428973838,3.7013308924950457e-4,5.055134635281983,protein_coding
TMEM123,0.8051293371788628,7.97058894040143e-10,7.2499989290424605,protein_coding
CEBPG,0.5803495183037337,0.0016737364132846193,4.705833933388788,protein_coding
MAGED4,-3.9236101198153874,1.3275422464405824e-11,-7.836637033583229,protein_coding
CBS,1.157351914439957,0.00859768771731348,4.321673395320336,protein_coding
IL23R,1.7982055380743516,4.416588389074803e-6,5.869838850467135,protein_coding
CTSB,0.5008271449986929,0.01961296688287457,4.07720782090976,protein_coding
SLITRK5,2.55975446814873,1.512776028363745e-4,5.242747002609743,protein_coding
DACT1,-0.8187076906886328,0.03629648565649469,-3.8635175795889825,protein_coding
GPT2,0.5224803546571236,0.027118463395752145,3.9680091276464293,protein_coding
MARS,0.46495291100908326,0.027422998733425494,3.9454133357757293,protein_coding
EEF2,0.4027738882444296,0.03906004297425713,3.83204290300835,protein_coding
SLC3A2,0.52109650147693,0.023479253973536972,4.018148566677958,protein_coding
ADAM9,0.7183183421934143,2.122926470998481e-6,6.010449302562694,protein_coding
RNF150,1.17663727982381,6.669723194971028e-4,4.914243381163798,protein_coding
DDIT3,0.889675955265377,0.00293141880557006,4.567359609682442,protein_coding
UNC5C,2.691253357017616,9.610739641314257e-10,7.2102787908001496,protein_coding
SHMT2,0.5475259201085401,0.0023390464046245687,4.621753752609223,protein_coding
PYCR1,0.7030605900582578,0.020482118544256987,4.0613507011562895,protein_coding
EIF4EBP1,0.6044323446662951,0.021936972965352308,4.0396558851221505,protein_coding
MT-ATP8,0.6690550879827923,7.324414068674424e-4,4.887489629835273,protein_coding
MTATP6P1,0.45428953385680026,0.02715971208823123,3.957664574801176,unprocessed_pseudogene
RP11-134O21.1,2.4890356932889195,2.9334500679775944e-6,5.947247568870955,lincRNA
TMEM178B,-1.180688854158732,0.03532817220165712,-3.8793708162115306,protein_coding
RP11-438J1.1,-1.0829683608402259,0.03532817220165712,-3.874755887269559,protein_coding
RP11-514P8.8,6.926637314941276,0.015618901957977062,4.1422698212887346,processed_transcript
RP11-428K3.1,3.6265724001945205,0.01216996425645056,4.2372639573886675,antisense
TGFB2-OT1,-6.857186637899962,0.015618901957977062,-4.135681599861694,3prime_overlapping_ncRNA
